,max,mean,median,min,rmse,sse,std
LIMO_04,5.442268232008231,0.8259159898860825,0.6782450044795171,0.11014752226595856,1.0088047840225893,272.74014072751936,0.5792666656362647
with_GA_04,4.847452465798237,0.45463373636311866,0.3980313172840033,0.09526499331189042,0.646099803719154,111.87524830606904,0.45907855768532646
